School Year,Topic,Grade,District,Proficient,Total
2017,Math,11,2766,27.0,34.0
2018,Math,4,2369,20.0,34.0
2023,Math,6,3114,159.0,247.0
2022,Reading,8,153,38.0,44.0
2023,Reading,8,2169,74.0,111.0
2024,Math,6,621,246.0,308.0
2014,Math,11,225,316.0,355.0
2023,Math,5,4104,192.0,298.0
2022,Reading,3,2295,67.0,79.0
2025,Reading,4,1095,39.0,45.0
2017,Reading,8,414,33.0,54.0
2025,Reading,5,2088,40.0,53.0
2018,Math,3,6867,89.0,108.0
2017,Math,6,6592,57.0,63.0
2019,Math,4,4527,36.0,38.0
2014,Math,8,3906,41.0,44.0
2017,Math,4,3816,29.0,36.0
2025,Reading,10,6975,62.0,74.0
2017,Reading,3,1197,46.0,53.0
2014,Math,11,4777,38.0,56.0
2022,Reading,11,99,38.0,48.0
2015,Math,11,1095,43.0,47.0
2024,Reading,6,981,108.0,154.0
2021,Reading,3,3798,37.0,44.0
2025,Reading,5,5832,15.0,20.0
2018,Reading,7,4104,205.0,331.0
2014,Reading,8,6987,37.0,51.0
2019,Reading,3,2826,92.0,107.0
2020,Math,4,6983,45.0,48.0
2020,Reading,8,135,84.0,105.0
2017,Math,4,6091,23.0,27.0
2017,Reading,6,6795,355.0,772.0
2025,Reading,5,7056,90.0,97.0
2024,Math,5,4787,10.0,12.0
2022,Reading,4,2977,29.0,43.0
2021,Reading,5,4419,37.0,49.0
2024,Reading,3,3744,26.0,32.0
2016,Math,8,6095,47.0,54.0
2015,Math,8,1359,37.0,51.0
2019,Reading,3,4122,23.0,38.0
2019,Reading,7,4761,22.0,28.0
2019,Reading,4,4787,12.0,21.0
2019,Math,8,4751,16.0,24.0
2025,Math,5,2781,58.0,67.0
2022,Reading,7,4761,51.0,63.0
2018,Reading,8,27,86.0,102.0
2025,Reading,11,1089,40.0,46.0
2017,Math,11,1413,29.0,36.0
2014,Reading,8,4995,64.0,78.0
2020,Math,4,1968,43.0,52.0
2014,Math,4,7098,39.0,46.0
2017,Reading,8,1368,42.0,66.0
2020,Math,3,5508,17.0,22.0
2021,Reading,4,918,28.0,31.0
2016,Reading,8,2834,25.0,38.0
2015,Reading,4,6930,42.0,52.0
2020,Reading,5,5607,43.0,56.0
2020,Math,5,1197,46.0,63.0
2020,Reading,11,261,410.0,462.0
2019,Reading,3,6094,31.0,40.0
2017,Reading,6,5742,27.0,34.0
2016,Reading,8,81,53.0,83.0
2015,Math,11,4437,38.0,51.0
2024,Math,4,3906,31.0,38.0
2022,Math,8,540,34.0,41.0
2025,Reading,7,3744,37.0,40.0
2023,Reading,8,4773,48.0,64.0
2017,Math,8,6094,35.0,45.0
2014,Reading,4,918,33.0,37.0
2020,Math,5,5976,49.0,75.0
2025,Reading,10,2556,18.0,21.0
2015,Math,11,18,19.0,28.0
2020,Reading,4,3312,107.0,148.0
2018,Reading,11,5463,67.0,78.0
2017,Reading,4,3555,28.0,35.0
2016,Math,8,2295,89.0,112.0
2014,Reading,4,3537,28.0,32.0
2024,Math,3,3060,64.0,74.0
2016,Math,11,603,10.0,14.0
2023,Math,8,1062,89.0,103.0
2020,Reading,5,5049,233.0,298.0
2019,Reading,5,504,37.0,53.0
2025,Math,10,1791,55.0,60.0
2021,Reading,7,2781,67.0,90.0
2019,Reading,11,936,60.0,79.0
2021,Math,5,1737,1437.0,2063.0
2025,Math,3,2124,69.0,94.0
2016,Reading,11,441,40.0,46.0
2017,Reading,7,2151,13.0,16.0
2021,Math,4,63,23.0,29.0
2021,Reading,8,4356,45.0,62.0
2022,Reading,8,1503,71.0,96.0
2017,Math,7,6094,37.0,46.0
2023,Math,4,1476,396.0,592.0
2022,Math,3,5121,32.0,45.0
2014,Reading,4,5310,35.0,45.0
2019,Math,4,6957,502.0,578.0
2021,Reading,5,2862,35.0,40.0
2023,Reading,8,3195,53.0,73.0
2022,Reading,7,6943,22.0,30.0
2022,Reading,4,3033,19.0,21.0
2025,Math,3,1332,36.0,40.0
2015,Reading,11,6961,188.0,244.0
2024,Reading,11,6509,25.0,29.0
2017,Reading,4,747,28.0,37.0
2017,Reading,3,1970,16.0,21.0
2014,Math,8,4751,21.0,23.0
2024,Reading,8,4797,147.0,180.0
2020,Math,4,4787,14.0,16.0
2018,Reading,7,4572,15.0,20.0
2017,Reading,11,6741,34.0,39.0
2016,Reading,4,3798,47.0,56.0
2017,Reading,8,3060,82.0,108.0
2021,Reading,11,472,82.0,108.0
2024,Math,4,819,34.0,46.0
2021,Math,6,6095,30.0,35.0
2017,Reading,8,846,40.0,61.0
2017,Reading,5,3420,34.0,40.0
2021,Reading,5,3375,103.0,125.0
2025,Reading,3,4043,36.0,39.0
2025,Reading,5,3114,230.0,267.0
2018,Math,5,1970,20.0,24.0
2018,Reading,3,243,19.0,21.0
2021,Math,7,6100,31.0,33.0
2023,Math,3,3609,26.0,29.0
2023,Math,11,2124,62.0,78.0
2025,Reading,4,729,99.0,112.0
2023,Reading,11,5160,55.0,63.0
2021,Math,3,2403,54.0,62.0
2023,Math,5,2466,86.0,88.0
2022,Reading,11,2511,119.0,143.0
2023,Math,8,6840,133.0,148.0
2024,Math,7,6990,33.0,46.0
2021,Math,8,4086,88.0,106.0
2019,Math,4,1095,40.0,41.0
2025,Math,11,63,34.0,36.0
2020,Math,8,171,31.0,43.0
2024,Math,5,18,19.0,23.0
2018,Reading,8,1152,59.0,72.0
2021,Reading,11,2124,86.0,105.0
2018,Math,7,4689,22.0,37.0
2023,Math,3,4784,176.0,194.0
2021,Math,6,1791,46.0,53.0
2023,Math,6,6633,12.0,30.0
2025,Reading,3,5994,49.0,59.0
2020,Math,11,3942,22.0,30.0
2024,Reading,11,5643,59.0,67.0
2022,Math,4,5805,63.0,86.0
2021,Math,11,6408,61.0,68.0
2017,Reading,8,916,10.0,20.0
2025,Math,4,3119,46.0,56.0
2025,Math,7,2709,115.0,125.0
2025,Math,6,4779,70.0,83.0
2021,Reading,8,6471,26.0,34.0
2014,Math,4,6579,203.0,217.0
2017,Reading,4,5994,51.0,54.0
2024,Reading,5,6990,33.0,50.0
2024,Math,11,5877,94.0,109.0
2016,Reading,11,4773,43.0,51.0
2024,Math,6,234,64.0,76.0
2021,Math,3,1791,50.0,54.0
2022,Reading,6,7098,33.0,39.0
2019,Reading,5,1576,112.0,128.0
2018,Reading,5,5976,52.0,70.0
2023,Math,7,1206,64.0,73.0
2024,Reading,4,1082,74.0,85.0
2024,Math,3,7029,45.0,69.0
2020,Math,7,6579,231.0,256.0
2019,Math,5,355,16.0,16.0
2019,Math,8,414,44.0,51.0
2020,Math,7,5337,18.0,20.0
2017,Reading,4,7047,21.0,27.0
2018,Reading,6,5184,61.0,119.0
2020,Math,5,1863,582.0,709.0
2025,Math,8,5160,61.0,68.0
2018,Reading,8,873,24.0,40.0
2021,Reading,3,3645,131.0,198.0
2024,Reading,5,3042,35.0,48.0
2018,Reading,5,4203,47.0,54.0
2017,Math,7,5508,27.0,31.0
2024,Reading,3,4509,13.0,15.0
2016,Math,4,2088,38.0,40.0
2017,Reading,4,153,17.0,18.0
2021,Reading,6,4122,30.0,37.0
2024,Reading,6,3715,345.0,458.0
2016,Math,4,3645,106.0,152.0
2021,Reading,4,3231,391.0,444.0
2020,Math,4,3119,32.0,45.0
2023,Reading,8,4104,155.0,324.0
2022,Reading,7,4689,29.0,46.0
2017,Reading,6,4797,100.0,143.0
2023,Reading,7,5823,22.0,42.0
2019,Reading,4,135,66.0,81.0
2024,Reading,11,6969,29.0,36.0
2015,Reading,4,3691,57.0,76.0
2025,Math,3,3195,53.0,70.0
2017,Math,4,2151,20.0,23.0
2021,Reading,11,5823,24.0,26.0
2020,Math,3,2988,39.0,49.0
2018,Reading,5,2718,34.0,46.0
2024,Reading,3,3715,421.0,482.0
2025,Math,5,6453,49.0,61.0
2020,Math,8,472,91.0,100.0
2019,Reading,3,4041,72.0,94.0
2025,Math,3,1968,50.0,57.0
2018,Reading,11,5922,34.0,40.0
2020,Math,11,916,16.0,20.0
2021,Reading,8,6219,68.0,121.0
2025,Math,8,1791,50.0,60.0
2023,Reading,6,2781,34.0,62.0
2019,Reading,7,5994,36.0,47.0
2020,Reading,11,63,34.0,45.0
2021,Reading,7,6462,10.0,19.0
2015,Reading,8,2007,30.0,37.0
2025,Math,11,4774,54.0,62.0
2022,Reading,6,6990,21.0,27.0
2014,Math,4,4033,24.0,32.0
2017,Math,8,234,83.0,103.0
2020,Math,4,6219,71.0,108.0
2019,Math,11,6961,224.0,263.0
2019,Reading,6,3114,195.0,245.0
2019,Reading,6,6961,132.0,191.0
2022,Reading,3,6534,50.0,53.0
2023,Reading,8,918,24.0,40.0
2022,Reading,6,5607,35.0,51.0
2025,Math,3,7047,21.0,29.0
2020,Reading,5,3141,634.0,791.0
2022,Math,8,5310,26.0,32.0
2021,Math,4,5163,49.0,53.0
2018,Math,5,576,20.0,35.0
2020,Math,5,1619,75.0,95.0
2017,Reading,8,1359,31.0,46.0
2016,Math,11,4617,93.0,110.0
2018,Math,4,4788,19.0,26.0
2015,Reading,11,6165,17.0,18.0
2022,Math,3,1152,49.0,64.0
2020,Reading,6,5823,22.0,29.0
2023,Reading,7,225,222.0,269.0
2022,Reading,11,6651,13.0,21.0
2024,Math,3,4041,65.0,76.0
2015,Reading,4,6030,51.0,65.0
2021,Math,5,7098,30.0,37.0
2023,Reading,6,1719,37.0,47.0
2017,Reading,6,1221,73.0,98.0
2017,Reading,6,1206,41.0,57.0
2023,Reading,8,594,21.0,43.0
2021,Reading,8,4043,43.0,58.0
2022,Reading,6,3420,26.0,44.0
2022,Reading,7,2754,25.0,33.0
2019,Reading,7,4689,26.0,40.0
2017,Reading,5,2781,45.0,69.0
2025,Reading,5,1332,41.0,42.0
2014,Reading,11,4773,48.0,75.0
2019,Reading,7,3609,14.0,26.0
2020,Math,7,1197,41.0,51.0
2017,Reading,6,4662,62.0,86.0
2018,Math,4,4269,32.0,37.0
2017,Math,11,225,329.0,350.0
2019,Math,5,1152,50.0,59.0
2020,Math,7,2369,24.0,28.0
2018,Reading,8,1359,19.0,30.0
2023,Math,8,4784,186.0,221.0
2015,Math,11,1944,43.0,65.0
2020,Math,3,5486,16.0,19.0
2023,Reading,3,5250,200.0,233.0
2023,Math,3,5823,13.0,16.0
2014,Reading,4,3906,32.0,36.0
2019,Math,11,99,51.0,56.0
2014,Reading,11,3060,94.0,121.0
2025,Reading,6,1476,371.0,587.0
2017,Reading,5,4014,34.0,35.0
2025,Math,10,873,24.0,29.0
2019,Reading,11,4437,33.0,43.0
2023,Reading,4,5805,56.0,85.0
2014,Math,4,5139,10.0,13.0
2024,Math,7,6408,57.0,66.0
2014,Math,11,5013,150.0,203.0
2023,Math,8,4772,51.0,62.0
2018,Math,6,2754,27.0,36.0
2018,Math,6,5184,73.0,119.0
2021,Math,4,4774,48.0,55.0
2020,Reading,3,6165,13.0,13.0
2023,Reading,4,5463,52.0,73.0
2019,Reading,5,657,26.0,32.0
2018,Reading,6,4777,36.0,52.0
2015,Reading,8,4775,14.0,27.0
2021,Reading,7,2763,31.0,44.0
2014,Reading,8,3195,71.0,85.0
2014,Reading,8,882,194.0,304.0
2025,Math,8,4775,12.0,16.0
2022,Reading,11,1611,614.0,869.0
2015,Math,8,999,100.0,116.0
2019,Math,3,6957,446.0,567.0
2019,Math,6,1638,96.0,106.0
2019,Reading,7,576,33.0,50.0
2021,Math,6,1863,545.0,693.0
2018,Math,8,981,94.0,113.0
2021,Math,6,6219,96.0,123.0
2022,Reading,5,6138,24.0,30.0
2019,Math,11,1107,101.0,129.0
2024,Reading,6,585,34.0,49.0
2022,Reading,8,3119,53.0,66.0
2019,Reading,11,7038,65.0,74.0
2022,Reading,4,4104,198.0,296.0
2023,Reading,3,1211,66.0,96.0
2021,Math,4,3555,34.0,41.0
2017,Reading,4,6921,16.0,18.0
2018,Reading,4,1701,70.0,101.0
2017,Reading,6,5832,13.0,15.0
2023,Reading,4,6937,24.0,43.0
2023,Reading,3,6975,53.0,77.0
2025,Reading,11,1476,376.0,574.0
2021,Reading,11,1917,31.0,39.0
2021,Math,11,1107,86.0,99.0
2017,Math,8,2826,102.0,119.0
2019,Reading,11,6750,9.0,12.0
2018,Reading,6,18,22.0,30.0
2022,Reading,7,1082,83.0,101.0
2025,Math,10,5508,15.0,16.0
2024,Math,8,1503,74.0,84.0
2020,Reading,11,1963,30.0,41.0
2017,Math,3,6453,47.0,53.0
2023,Reading,7,5877,91.0,117.0
2017,Math,11,2088,53.0,74.0
2024,Math,6,4505,7.0,17.0
2023,Reading,3,6165,13.0,13.0
2017,Math,5,4788,31.0,39.0
2024,Reading,7,6534,41.0,60.0
2023,Reading,5,4774,45.0,53.0
2020,Math,3,5877,89.0,106.0
2025,Reading,8,585,30.0,36.0
2016,Reading,4,5895,17.0,23.0
2024,Math,8,5256,33.0,39.0
2024,Math,5,4788,23.0,25.0
2015,Math,4,5184,72.0,118.0
2024,Reading,4,6660,94.0,101.0
2020,Reading,6,1503,61.0,93.0
2025,Math,7,4149,79.0,87.0
2020,Reading,8,4122,30.0,43.0
2023,Reading,8,4271,59.0,87.0
2021,Math,7,472,109.0,120.0
2023,Reading,4,1854,8.0,9.0
2023,Reading,6,7056,96.0,119.0
2023,Reading,11,1963,32.0,44.0
2021,Reading,4,4784,189.0,213.0
2020,Reading,11,6408,54.0,66.0
2019,Math,3,2988,34.0,41.0
2024,Reading,5,3691,36.0,62.0
2017,Math,7,4689,34.0,48.0
2024,Reading,7,3744,35.0,45.0
2020,Math,8,3942,35.0,41.0
2024,Reading,6,3029,47.0,77.0
2017,Reading,7,6700,24.0,39.0
2023,Reading,7,4617,70.0,111.0
2014,Math,11,2556,15.0,18.0
2014,Math,4,977,36.0,45.0
2022,Reading,4,1206,48.0,59.0
2024,Reading,11,936,48.0,72.0
2021,Reading,3,2511,95.0,141.0
2025,Math,7,6509,16.0,17.0
2018,Reading,11,2007,28.0,34.0
2025,Reading,6,3186,15.0,22.0
2018,Math,4,3029,70.0,83.0
2020,Reading,8,585,37.0,44.0
2025,Math,6,9,21.0,26.0
2018,Reading,7,6096,24.0,46.0
2025,Math,11,1233,91.0,107.0
2017,Reading,4,4785,26.0,32.0
2025,Math,10,981,125.0,150.0
2022,Math,8,1080,23.0,31.0
2017,Math,4,2403,57.0,60.0
2021,Math,8,4149,87.0,98.0
2019,Math,7,6750,12.0,13.0
2017,Math,11,99,42.0,52.0
2021,Reading,5,6462,17.0,21.0
2023,Math,11,1431,33.0,36.0
2020,Reading,11,5643,75.0,89.0
2022,Reading,11,6516,10.0,13.0
2017,Math,8,1095,46.0,63.0
2025,Math,7,3691,60.0,72.0
2019,Math,7,99,48.0,51.0
2021,Math,6,5256,37.0,53.0
2025,Math,3,108,13.0,16.0
2017,Reading,7,1368,35.0,69.0
2025,Reading,3,2673,29.0,37.0
2016,Reading,4,504,39.0,41.0
2019,Math,3,2673,36.0,46.0
2018,Reading,8,6768,72.0,124.0
2015,Reading,11,3231,270.0,288.0
2019,Math,5,4518,13.0,13.0
2023,Math,8,4536,119.0,155.0
2021,Reading,3,3154,26.0,39.0
2016,Reading,8,6102,124.0,178.0
2015,Math,4,1675,18.0,21.0
2023,Reading,4,3195,61.0,71.0
2018,Reading,6,5337,16.0,21.0
2016,Reading,11,6867,108.0,140.0
2023,Reading,3,5751,41.0,44.0
2024,Math,5,4599,32.0,34.0
2025,Reading,10,5310,19.0,34.0
2019,Reading,3,6615,36.0,40.0
2024,Math,4,5949,54.0,66.0
2024,Math,5,6762,48.0,60.0
2024,Math,8,1368,25.0,47.0
2024,Reading,7,3029,48.0,84.0
2024,Reading,5,2846,20.0,22.0
2019,Math,4,6961,114.0,139.0
2024,Math,4,3154,29.0,32.0
2022,Math,7,4773,49.0,53.0
2022,Reading,8,3537,12.0,21.0
2018,Reading,7,4785,25.0,35.0
2022,Reading,4,252,17.0,19.0
2015,Math,8,3691,61.0,80.0
2018,Reading,3,4014,14.0,20.0
2023,Math,11,2754,28.0,31.0
2024,Reading,6,657,54.0,74.0
2017,Math,6,5049,225.0,327.0
2022,Math,7,6822,451.0,495.0
2025,Reading,5,1908,19.0,28.0
2025,Reading,5,6561,21.0,23.0
2016,Reading,8,609,84.0,112.0
2017,Reading,7,6957,560.0,671.0
2017,Reading,7,3555,47.0,60.0
2019,Math,11,5877,82.0,106.0
2025,Reading,5,3204,49.0,62.0
2016,Reading,4,2088,35.0,40.0
2017,Reading,3,3060,66.0,92.0
2023,Reading,5,1963,25.0,36.0
2021,Reading,8,2466,75.0,85.0
2017,Reading,6,6099,24.0,38.0
2015,Math,11,6762,34.0,48.0
2017,Reading,6,2754,34.0,44.0
2020,Reading,7,6471,25.0,33.0
2018,Reading,4,333,17.0,22.0
2025,Math,10,2846,18.0,20.0
2024,Reading,11,3060,89.0,103.0
2017,Reading,7,7110,32.0,40.0
2019,Math,8,4725,137.0,209.0
2015,Reading,11,2772,19.0,23.0
2021,Reading,3,4041,70.0,97.0
2022,Reading,11,2466,67.0,78.0
2022,Math,6,2124,53.0,83.0
2019,Math,6,3906,29.0,37.0
2017,Reading,3,4773,30.0,36.0
2024,Reading,8,6453,51.0,62.0
2024,Math,8,6012,26.0,33.0
2020,Reading,8,5994,37.0,48.0
2017,Math,11,6512,18.0,35.0
2024,Math,11,3942,37.0,42.0
2016,Math,11,3942,26.0,36.0
2019,Reading,4,1719,48.0,53.0
2019,Math,3,819,35.0,47.0
2017,Math,5,7092,26.0,36.0
2021,Reading,4,1926,25.0,35.0
2020,Math,6,1638,93.0,103.0
2017,Math,8,63,33.0,50.0
2021,Math,6,4437,23.0,26.0
2025,Math,6,916,9.0,15.0
2014,Reading,4,4617,92.0,116.0
2020,Reading,3,6795,408.0,660.0
2020,Reading,11,7002,13.0,18.0
2024,Reading,4,1079,51.0,62.0
2020,Reading,3,6762,39.0,54.0
2019,Reading,3,6943,19.0,22.0
2018,Reading,8,4890,50.0,66.0
2016,Math,4,1975,21.0,25.0
2021,Math,6,1576,127.0,143.0
2024,Reading,8,6975,55.0,84.0
2021,Reading,4,5283,23.0,26.0
2023,Reading,3,2682,19.0,23.0
2025,Reading,10,1963,34.0,37.0
2023,Reading,5,6165,17.0,19.0
2023,Reading,11,6950,115.0,126.0
2019,Math,4,243,19.0,20.0
2023,Math,6,3420,35.0,46.0
2024,Reading,3,5751,31.0,32.0
2024,Reading,7,846,23.0,33.0
2024,Reading,8,720,77.0,103.0
2022,Reading,11,594,25.0,35.0
2025,Reading,4,5184,69.0,122.0
2025,Reading,3,6921,11.0,18.0
2015,Reading,4,243,17.0,19.0
2025,Reading,5,7110,46.0,53.0
2017,Reading,6,2763,24.0,41.0
2025,Math,7,3348,29.0,34.0
2024,Math,11,4491,15.0,23.0
2021,Reading,3,999,78.0,90.0
2021,Math,11,7092,17.0,26.0
2016,Math,4,1602,32.0,39.0
2022,Math,6,4437,36.0,45.0
2018,Reading,11,6975,49.0,80.0
2021,Math,5,1079,53.0,59.0
2015,Math,11,153,19.0,23.0
2017,Reading,8,1332,33.0,64.0
2023,Reading,4,6512,15.0,22.0
2021,Reading,4,1602,24.0,29.0
2022,Math,11,5325,43.0,57.0
2021,Math,11,27,84.0,99.0
2021,Reading,5,6759,40.0,52.0
2017,Reading,3,2862,46.0,60.0
2019,Reading,3,1503,69.0,88.0
2020,Math,8,153,36.0,46.0
2019,Math,5,6093,83.0,94.0
2017,Reading,7,1503,67.0,98.0
2023,Reading,4,3154,35.0,48.0
2025,Reading,10,3042,53.0,60.0
2023,Reading,5,6536,72.0,91.0
2025,Reading,8,5805,62.0,94.0
2021,Reading,6,4995,43.0,61.0
2021,Math,6,2124,61.0,90.0
2023,Math,4,3348,16.0,20.0
2016,Reading,4,1197,37.0,49.0
2018,Math,11,1965,17.0,25.0
2024,Reading,8,6921,14.0,22.0
2017,Math,5,3114,187.0,218.0
2022,Math,6,1963,32.0,36.0
2018,Math,8,3312,98.0,177.0
2021,Math,6,609,75.0,97.0
2023,Math,4,3841,43.0,58.0
2018,Math,4,6957,514.0,601.0
2017,Math,3,594,39.0,50.0
2022,Reading,5,549,26.0,30.0
2020,Reading,4,2826,98.0,107.0
2018,Math,7,914,24.0,25.0
2025,Reading,7,747,36.0,41.0
2025,Math,4,1278,182.0,215.0
2020,Reading,5,5751,38.0,48.0
2025,Math,4,4599,40.0,42.0
2022,Math,8,3204,49.0,60.0
2021,Reading,3,7038,36.0,43.0
2020,Reading,11,2520,17.0,27.0
2014,Math,8,72,16.0,21.0
2019,Reading,3,7038,47.0,59.0
2023,Reading,4,4787,12.0,14.0
2023,Reading,5,981,120.0,155.0
2018,Math,6,6417,12.0,22.0
2025,Reading,3,1619,0.0,96.0
2024,Math,6,6854,25.0,28.0
2023,Math,6,3600,117.0,142.0
2019,Math,3,1611,769.0,1056.0
2020,Math,3,27,85.0,99.0
2020,Math,8,981,85.0,104.0
2019,Math,7,3906,29.0,36.0
2021,Math,8,1476,363.0,567.0
2023,Reading,5,5310,15.0,26.0
2022,Math,5,5805,64.0,84.0
2025,Reading,3,1576,168.0,180.0
2023,Math,8,1791,46.0,55.0
2021,Math,11,3841,51.0,63.0
2018,Math,11,981,79.0,102.0
2025,Math,11,27,110.0,114.0
2023,Math,5,6660,69.0,96.0
2021,Reading,5,3195,44.0,58.0
2020,Math,6,5976,47.0,71.0
2019,Math,11,1972,33.0,36.0
2024,Reading,3,4599,30.0,39.0
2020,Math,7,6950,71.0,82.0
2016,Reading,11,936,54.0,65.0
2015,Math,11,6969,27.0,40.0
2025,Math,3,5922,27.0,41.0
2020,Math,4,981,107.0,121.0
2021,Reading,7,4779,68.0,76.0
2019,Reading,4,3375,111.0,139.0
2017,Math,11,1211,74.0,104.0
2019,Reading,7,2403,39.0,52.0
2015,Math,11,225,306.0,346.0
2020,Math,7,2781,51.0,70.0
2019,Math,7,5139,8.0,13.0
2019,Math,4,4269,23.0,26.0
2018,Reading,6,513,29.0,34.0
2025,Reading,4,4905,7.0,11.0
2025,Reading,6,5643,57.0,66.0
2019,Math,3,4787,16.0,19.0
2021,Reading,5,1602,30.0,41.0
2014,Reading,4,3312,127.0,167.0
2023,Reading,11,2466,88.0,90.0
2021,Reading,11,5166,150.0,168.0
2017,Reading,3,6536,73.0,95.0
2018,Math,3,1368,42.0,63.0
2017,Reading,11,4890,49.0,66.0
2020,Reading,4,3330,14.0,18.0
2022,Reading,3,4149,72.0,80.0
2017,Reading,8,1431,29.0,43.0
2016,Reading,11,2457,37.0,47.0
2019,Math,5,3942,34.0,42.0
2024,Math,11,1476,359.0,510.0
2022,Reading,5,3645,170.0,227.0
2015,Math,8,1044,241.0,310.0
2025,Math,5,6660,91.0,100.0
2020,Math,4,3744,34.0,40.0
2018,Reading,6,2313,157.0,266.0
2018,Math,6,846,37.0,45.0
2016,Math,8,540,56.0,63.0
2020,Math,11,5310,34.0,48.0
2018,Math,5,2754,38.0,46.0
2023,Reading,11,4779,80.0,86.0
2025,Math,3,5256,41.0,48.0
2015,Math,8,6012,27.0,52.0
2023,Math,5,7110,35.0,45.0
2025,Reading,5,1359,27.0,32.0
2015,Math,11,6983,65.0,68.0
2017,Math,4,4644,24.0,25.0
2017,Math,6,747,26.0,40.0
2019,Reading,8,6091,20.0,39.0
2016,Reading,8,4905,12.0,24.0
2017,Math,8,6768,90.0,126.0
2021,Math,6,7098,37.0,47.0
2025,Math,8,6921,16.0,23.0
2019,Reading,7,387,74.0,101.0
2017,Math,5,4779,69.0,78.0
2022,Math,5,7092,17.0,21.0
2022,Reading,3,1611,817.0,1117.0
2015,Math,4,3186,26.0,31.0
2023,Reading,3,2124,60.0,89.0
2021,Reading,6,1221,67.0,91.0
2024,Math,11,414,35.0,41.0
2024,Reading,7,4041,47.0,82.0
2022,Math,8,5337,23.0,28.0
2018,Math,7,4978,16.0,22.0
2023,Math,6,918,26.0,35.0
2025,Reading,7,3978,28.0,37.0
2015,Math,8,4581,323.0,401.0
2017,Math,11,4149,103.0,122.0
2016,Reading,8,4356,60.0,77.0
2021,Reading,5,27,89.0,98.0
2020,Reading,11,1602,37.0,49.0
2020,Math,6,4775,14.0,19.0
2015,Math,11,6768,81.0,106.0
2020,Reading,11,2151,20.0,27.0
2018,Math,7,5121,38.0,45.0
2022,Math,11,747,33.0,41.0
2017,Math,5,2988,29.0,34.0
2019,Reading,11,4779,41.0,54.0
2020,Reading,3,5607,35.0,38.0
2025,Reading,11,4033,42.0,46.0
2021,Math,11,5049,217.0,290.0
2022,Math,8,1233,77.0,102.0
2022,Reading,7,234,71.0,91.0
2020,Reading,3,1675,10.0,10.0
2024,Reading,6,1719,44.0,58.0
2016,Math,8,6943,16.0,21.0
2024,Math,8,6768,92.0,114.0
2025,Reading,6,4023,35.0,39.0
2017,Math,8,1044,269.0,339.0
2021,Reading,5,1337,265.0,318.0
2019,Reading,4,3231,346.0,391.0
2023,Reading,8,4269,16.0,25.0
2017,Reading,7,2846,15.0,18.0
2014,Reading,4,6591,31.0,37.0
2018,Reading,3,3978,15.0,19.0
2024,Reading,8,1095,37.0,44.0
2022,Math,6,4788,22.0,31.0
2019,Reading,8,6992,26.0,55.0
2023,Math,4,6509,23.0,25.0
2025,Math,10,936,72.0,81.0
2019,Reading,3,6408,43.0,62.0
2019,Math,6,1197,41.0,53.0
2016,Reading,11,1211,63.0,108.0
2021,Math,3,99,40.0,43.0
2023,Reading,6,4878,37.0,45.0
2025,Math,6,1359,25.0,31.0
2022,Reading,7,5751,41.0,51.0
2025,Math,4,4644,30.0,40.0
2020,Reading,7,2313,176.0,249.0
2016,Reading,11,4878,53.0,76.0
2024,Reading,11,1233,75.0,103.0
2018,Math,4,6512,23.0,26.0
2025,Reading,8,5508,16.0,25.0
2015,Reading,11,1350,37.0,53.0
2018,Math,6,999,124.0,143.0
2019,Reading,3,243,18.0,19.0
2015,Math,11,4104,215.0,321.0
2016,Reading,11,333,36.0,43.0
2025,Math,8,5163,48.0,61.0
2018,Reading,6,1719,36.0,58.0
2017,Reading,5,6921,17.0,20.0
2021,Reading,7,4890,49.0,61.0
2017,Reading,8,333,27.0,34.0
2023,Math,3,7098,33.0,42.0
2023,Math,7,3645,144.0,212.0
2025,Math,10,6854,21.0,25.0
2023,Reading,3,6822,495.0,561.0
2025,Reading,10,279,61.0,70.0
2016,Math,4,4788,36.0,41.0
2023,Math,3,27,86.0,97.0
2019,Reading,4,4797,140.0,190.0
2018,Math,8,1970,32.0,41.0
2020,Math,8,1944,32.0,40.0
2021,Reading,3,2502,26.0,41.0
2021,Reading,7,6460,40.0,51.0
2014,Reading,11,3150,45.0,75.0
2017,Math,3,2763,23.0,42.0
2017,Math,8,3897,22.0,26.0
2020,Math,3,1337,271.0,320.0
2019,Reading,5,1675,13.0,14.0
2025,Math,11,1206,55.0,63.0
2022,Math,5,5166,123.0,140.0
2021,Math,5,7038,47.0,54.0
2017,Math,3,4149,72.0,75.0
2022,Math,6,3312,92.0,136.0
2020,Reading,8,2124,64.0,83.0
2025,Reading,5,1044,275.0,345.0
2016,Reading,4,6867,79.0,97.0
2020,Math,7,5325,36.0,49.0
2020,Reading,11,2834,23.0,33.0
2020,Reading,3,4419,41.0,55.0
2014,Reading,11,882,210.0,300.0
2024,Math,3,6219,110.0,145.0
2019,Math,8,3942,32.0,41.0
2017,Reading,8,441,31.0,42.0
2024,Math,4,2466,86.0,95.0
2023,Reading,5,6660,68.0,96.0
2017,Reading,5,441,33.0,39.0
2016,Math,11,2088,44.0,59.0
2017,Math,3,1963,28.0,32.0
2020,Reading,4,5877,98.0,111.0
2025,Reading,3,3841,44.0,51.0
2021,Math,5,6822,436.0,480.0
2020,Math,4,3691,59.0,69.0
2021,Reading,5,1332,32.0,43.0
2020,Math,8,4086,113.0,146.0
